image_id,true_correlation,predicted_correlation,absolute_error,squared_error
amnvdgvv,-0.8308988142116852,-0.85879993,0.02790112017552182,0.0007784725070489108
jqlxskbv,-0.15848223441572,-0.18382156,0.02533932453661153,0.000642081367971723
seoogylb,-0.7400964614954259,-0.7310693,0.009027135094669014,8.148916801740495e-05
ndeqnkez,0.1726159401035314,0.17602554,0.0034095995330805373,1.1625368975983018e-05
cayekpdq,-0.2240329648419069,-0.23173793,0.00770496176045668,5.93664357300997e-05
bgpsaufp,-0.2858736992260975,-0.27735007,0.00852363113375132,7.26522877042548e-05
efdnfxgy,-0.6091455890332773,-0.61582524,0.006679646810381135,4.461768151143487e-05
oruhkeuo,0.2148249911916435,0.20185354,0.012971447671669745,0.00016825845469886644
jacwoogd,-0.1591113273722545,-0.1760403,0.01692897931510054,0.0002865903406511019
nmlvrumn,-0.6751847913379506,-0.6826794,0.0074946234111948895,5.6169380075630525e-05
jjsxunkw,0.1975197202371559,0.19014049,0.007379234473606083,5.445310141645645e-05
axpparnk,-0.5153380543997444,-0.4908769,0.02446114132906574,0.000598347435120528
kebgyqnh,-0.3049371770063807,-0.30818987,0.0032526919206212757,1.0580004730474923e-05
gbpcbodi,-0.3989441606853178,-0.39806676,0.0008774015758207243,7.698335252526902e-07
ipyyxvzt,0.2415615560567168,0.25003484,0.008473282858154407,7.179652239429332e-05
abuxbrtb,-0.2960192084677568,-0.30416653,0.008147317134583887,6.63787764914842e-05
iqvacsna,-0.6338243898997875,-0.6256916,0.008132797206458653,6.614239040138166e-05
ieocbwvq,0.7764002655796062,0.78002965,0.0036293889232624776,1.3172463956300367e-05
regflawp,-0.3414641447833703,-0.3520891,0.010624962253220294,0.00011288982288235606
izetbrqw,-0.545442535213521,-0.5324749,0.012967659763386763,0.00016816019973896003
juaiazjl,-0.3654699660516192,-0.36520585,0.0002641118741442128,6.97550820639685e-08
fuokhmep,-0.1853499766941629,-0.1625268,0.02282317546563964,0.0005208973383353751
kwwqggem,-0.1478625915440614,-0.12759466,0.02026792685118267,0.0004107888588448915
rsynmqbx,0.656231308789219,0.636735,0.0194962867211953,0.00038010519591505614
teplyohd,0.2307392342434504,0.25435176,0.02361253067392327,0.0005575516048269674
rjmxhwyk,-0.1810216082226485,-0.19460784,0.013586230765655627,0.0001845856664176475
dynshhdx,-0.263350296582566,-0.261393,0.001957285966263489,3.830968353731999e-06
qvixrrqx,0.6069193320659588,0.6035904,0.0033289032367657123,1.1081596759749236e-05
prejrdev,0.4305442870772052,0.44053066,0.0099863706910443,9.97275995789486e-05
dbdvdemd,0.3137686623495454,0.29361525,0.02015341056998915,0.0004061599576025504
rvolpxgp,0.4788780543430872,0.4684147,0.010463360272271183,0.00010948190818734288
lacjpgmn,0.3715548699895666,0.33829054,0.03326432762544612,0.001106515492373018
flxbeuvk,0.7358367552132526,0.73159957,0.004237185892573936,1.7953744288227583e-05
epualyyq,-0.2532793211204154,-0.23587908,0.017400242612992,0.0003027684429909827
gwwdkhbo,-0.2717809616279409,-0.26570737,0.006073588008861319,3.6888471301384004e-05
soannckx,-0.0502676075403523,-0.049396653,0.0008709548120331354,7.585622846036741e-07
gdiqxiah,0.3561304276849548,0.36456403,0.008433603677578783,7.112567099047036e-05
mvahrdys,-0.4777693293715161,-0.48301882,0.005249486145909421,2.755710479609495e-05
hxqqdzne,-0.602290707063368,-0.6028681,0.000577373075792198,3.333596686497432e-07
jxtnmzrl,-0.5060195551676822,-0.50054,0.005479537086017117,3.0025326677036955e-05
qfevwgec,0.2997497506809475,0.31034127,0.010591518096899788,0.00011218025559695571
rraqfqux,-0.4205799675287454,-0.41715917,0.003420797616407123,1.1701856332416654e-05
ghbqjlja,0.1328599206564835,0.119310945,0.01354897538403782,0.0001835747339572628
rodplcje,-0.4308387902438913,-0.4333806,0.00254181354639188,6.4608161046212665e-06
ebigksuf,0.2379453927992454,0.2547161,0.016770705509317835,0.0002812565632802636
gauoltuu,-0.1533962536464266,-0.15451841,0.001122156917042344,1.259236146465978e-06
brgpwysn,0.3612706753625596,0.38818967,0.02691899806120751,0.0007246324566192937
dsqolxlz,-0.2762719762945476,-0.27832446,0.0020524787282643064,4.212668929977465e-06
ffbcpuuy,0.1304707327013422,0.14110571,0.010634978758771313,0.00011310277319951702
dsdqprsq,0.0439896675702183,0.049082898,0.005093230033293511,2.594099217204302e-05
levlgfok,-0.6250947798421647,-0.6251892,9.440530035242922e-05,8.912360734632373e-09
jlgfvkak,-0.9838037112155248,-1.0221721,0.03836838217589367,0.0014721327507954348
ctwupbrf,0.4619647097662722,0.46579385,0.003829138271447541,1.466229990186426e-05
ecdkjbhi,-0.1685843721601037,-0.19369861,0.025114242675635445,0.0006307251851707086
foczwakk,-0.4615696903622762,-0.45950085,0.002068841115297426,4.280103560345098e-06
atjeijtr,-0.290492580049734,-0.2874197,0.0030728734667109237,9.44255134241601e-06
dewdfwvz,-0.4112791253917632,-0.39896467,0.012314452111047258,0.00015164573079527627
ppbbvpeo,-0.4377206711463217,-0.4658906,0.028169915229868503,0.0007935441240579774
hbhonwre,-0.5732915596625453,-0.5603961,0.01289548441382704,0.00016629351826725613
jgsocryv,0.8079227401045376,0.7870786,0.020844121101241675,0.00043447738448322847
oznwkgot,0.4234557446731102,0.42221382,0.0012419220698844935,1.5423704276661847e-06
gqicyels,0.1147726955421338,0.09714945,0.017623248935497757,0.0003105789030425228
giacsvtz,0.5768081651563558,0.59605575,0.01924758092213541,0.000370469371354151
sulsnwum,0.2159318039327623,0.21616466,0.00023285950126633592,5.4223547330006704e-08
dmnhzkyc,0.6114876138799147,0.6152362,0.003748608864073355,1.4052068415809329e-05
nkchtbfc,0.585269279257405,0.5733616,0.01190770365391991,0.00014179340630957757
nvtamjaw,-0.2288209656988224,-0.22022702,0.00859394770012703,7.385593707251868e-05
dcjdrkxd,0.9122378716838512,0.8893154,0.022922445334211283,0.0005254385000999047
qpekzjil,-0.3739852977665877,-0.38503242,0.011047117623426972,0.00012203880778583079
kdjwruai,-0.2478301617565553,-0.24379508,0.004035079783479445,1.6281868859044525e-05
gcnknery,0.1706765455158257,0.18116343,0.010486884698102522,0.00010997475067129683
agohdfbc,-0.1637925805739701,-0.15664989,0.007142693012171991,5.101806346613059e-05
hfxfjelm,-0.1262268829199279,-0.10334109,0.022885795220991434,0.0005237596228971544
qmcoauns,-0.5729915156557142,-0.5818584,0.00886688087443721,7.862157644146039e-05
dvfwggjy,0.3192672640685147,0.36301246,0.04374519878587069,0.0019136424168153421
scrcpnwk,0.3072181250839065,0.32470194,0.017483809968965203,0.00030568361103088703
apeplwcg,-0.2053562601280783,-0.20144762,0.00390863914018616,1.5277459928195202e-05
ldzmddhu,0.0044273190277755,0.0011237301,0.0033035889345347617,1.0913699848380522e-05
ommmgyna,0.1542913462755819,0.17000866,0.015717313087211082,0.00024703393068141677
kbqyqfdv,0.6720818305859763,0.65849435,0.0135874772916037,0.00018461953914984623
stseqphd,-0.5435203238360783,-0.56301886,0.019498534596691486,0.0003801928514183748
oucmagfh,-0.3218531621097482,-0.30637184,0.015481324255362805,0.0002396714006996847
qmcwgjck,0.4199767051562579,0.4193516,0.000625097595146451,3.907470034578764e-07
syuymwdi,0.1241413492912829,0.113626316,0.010515033101516968,0.00011056592112599756
sfaxyilo,-0.5713189970896184,-0.531743,0.03957600707268116,0.0015662603358169095
pfnplrmo,0.2038821117897392,0.1523944,0.05148771274284131,0.002650984563489343
gejdbvpd,0.6809711686617614,0.66245365,0.018517517233538783,0.0003428984444944058
agyylubk,-0.6612279982573006,-0.6717587,0.010530713080742604,0.00011089591798892339
eymneght,0.6668081022586475,0.655053,0.0117550827350269,0.00013818197010732753
nqvfekia,0.8472103030605788,0.8132401,0.03397019218640274,0.0011539739571811375
qvmodbob,-0.7505482181917947,-0.75515723,0.0046090140927511625,2.1243010907178823e-05
ksfvfpvo,0.4432470876679612,0.45582598,0.0125788968100356,0.0001582286449575238
ntmvpcwe,0.922790124507475,0.9241371,0.0013469909710406291,1.814384676064977e-06
cbrjbdec,-0.1261067697337534,-0.10873383,0.017372936897602276,0.0003018189364480706
bvhuqink,0.3119947757624214,0.3170434,0.005048618087905132,2.5488544597522874e-05
liqfpjlw,0.5028797271196155,0.49877176,0.00410797023217957,1.687541942847347e-05
lqsoprnm,-0.5877970487116053,-0.5771727,0.010624352121181735,0.00011287685799485883
abninbsv,0.1975962199542513,0.21581508,0.018218862238169653,0.0003319269412534041
cqlcaksa,0.0801842416122908,0.108071506,0.027887264411116178,0.000777699516335507
quurvkpy,-0.206568465362206,-0.19631052,0.010257945190086853,0.00010522543952282601
piixvsrn,0.7260673697839268,0.74115604,0.015088671838235035,0.00022766801784194704
dhuxdkcy,-0.3751369690338549,-0.39234352,0.017206552084309157,0.0002960654346300438
jdevzxit,-0.510710620610187,-0.49662304,0.014087581364581547,0.00019845994870370528
tabjcigm,0.6485988425516803,0.6459819,0.0026169347071368643,6.8483472614175055e-06
lvjuojnf,0.7495813003426466,0.75710183,0.007520533477696434,5.655842378915282e-05
rbeidmft,-0.5399646819161196,-0.54791486,0.007950180716631894,6.320537342710562e-05
puijcgka,-0.2974851140163647,-0.2848458,0.012639314808677304,0.0001597522788328494
pnzwtaji,0.1126619364887191,0.10797341,0.004688524809451214,2.1982264888839542e-05
gpmdwxen,-0.4058647484455052,-0.4031144,0.0027503401908817726,7.564371165579585e-06
hzjdhddz,-0.2744517681330202,-0.2827328,0.00828104641737959,6.857572976679533e-05
oebhnaol,0.1855412136113476,0.1829132,0.0026280145442318104,6.90646044469393e-06
aywjhoda,-0.0196422958058888,-0.029076222,0.009433926524443002,8.899896966858922e-05
eymoitje,-0.1846873749826856,-0.17988943,0.0047979493473477575,2.302031793971477e-05
lgzijzbo,0.7760588715252497,0.78066766,0.004608791095294773,2.1240955360068392e-05
nghjjidk,-0.2618267852927941,-0.28057933,0.01875254324419323,0.0003516578781253372
briczplw,0.5788176775353242,0.57065827,0.008159410990982163,6.657598771976053e-05
cimfryzu,0.2126969077617382,0.22166495,0.008968042489841094,8.042578609959524e-05
fabvkodj,0.7618698431084053,0.76386005,0.001990203755150577,3.960910987015457e-06
ascwdpwc,-0.827167898133596,-0.81845665,0.008711248353322598,7.588584787326568e-05
nfqcaefb,0.7501063935650907,0.74814385,0.0019625418080411183,3.851570348309302e-06
skjqvavb,0.4705669150946994,0.47663453,0.00606761711851167,3.6815977496855864e-05
rjnnuhvt,0.7265577610662602,0.7126986,0.013859182231726552,0.00019207693213220498
mzospejh,-0.2026511211323832,-0.18466595,0.01798517297984109,0.00032346644711480607
orhpgpcv,-0.3086619382466053,-0.31509024,0.006428300801398834,4.1323051193264895e-05
dncrqmqe,0.2106110177227974,0.21183962,0.0012285985758781481,1.5094544606498137e-06
cuhzdkvd,-0.4158699037727305,-0.41314676,0.00272313973273719,7.415490004011974e-06
ajmptkbb,0.6622729712906685,0.66485226,0.002579290252605393,6.652738207185192e-06
oaegxvvc,-0.2357005133755874,-0.1868389,0.04886161829311364,0.0023874577422219375
dptdxnxc,-0.0212033526056275,-0.03530134,0.014097986275626695,0.00019875321702775864
nurltcva,0.4035888664559428,0.42232242,0.018733555810063696,0.00035094611328877125
tnmbikjc,0.3997978438265548,0.43242332,0.03262547956631323,0.0010644219169319222
mlpyucxl,0.6492137899887852,0.6530532,0.0038394340979762687,1.4741254192702843e-05
fpgcjncz,-0.2394319984244749,-0.20482324,0.03460875778669567,0.0011977661155381683
iehzafyg,-0.5663244461933099,-0.5755887,0.009264256962207673,8.582645706181334e-05
ccvdvirn,0.6559237718717277,0.6665791,0.010655355439978864,0.00011353659955228718
eirqngxr,-0.2288378801590539,-0.22794722,0.0008906599527932213,7.932751515096231e-07
rqwvueii,-0.4623180683891288,-0.45423532,0.008082753066252835,6.53308971300196e-05
lqvapdmo,0.6304486835556958,0.65035105,0.019902363960173308,0.00039610409120320535
cscgsawj,0.3704632594894966,0.37116823,0.0007049665141502515,4.969777860731567e-07
eixnoqfa,-0.2158823555058042,-0.22933926,0.01345690137686334,0.00018108819466662644
pcymhgak,0.2279095318284439,0.20992589,0.017983641859571825,0.00032341137453334397
hvmkgxaj,-0.2179199800247541,-0.24178912,0.023869137430728382,0.0005697357216869987
owfbfqzc,-0.307007837498818,-0.27754426,0.02946357747379358,0.0008681023975542364
iyjvfgfw,0.7382274866271024,0.7382991,7.158516168548346e-05,5.124435373536809e-09
ggflbimy,-0.6247516425373982,-0.61707467,0.007676974129958047,5.893593179204512e-05
qzznrgmm,0.3852842453272084,0.40620148,0.020917236491944435,0.00043753078245993196
bcrqzbav,0.2633300278616154,0.26427147,0.0009414400625026298,8.863093912849555e-07
hckoldlk,-0.4250354777643853,-0.39038786,0.03464761484362422,0.0012004572143521294
rgbmzizg,0.2897638129361766,0.323601,0.03383719452537126,0.0011449557333478148
inibzeqx,0.8148392184974058,0.79239964,0.022439573645721245,0.0005035344654017474
huofmbub,0.0815550885648957,0.10663608,0.02508098860070794,0.0006290559891888416
mtedwuut,-0.032263146703189,-0.031216238,0.00104690900916396,1.0960184734686643e-06
edirvxrk,-0.1819281866628807,-0.18641508,0.004486889592917653,2.0132178219032745e-05
cthntkyw,0.5779715021908473,0.5686663,0.009305222874898766,8.658717275153926e-05
noabkuuo,0.4386116561377935,0.45093587,0.012324214271218326,0.00015188625740290143
ellyneqn,0.5287944786391134,0.5629543,0.034159827963364586,0.001166893846486665
slzhyxie,-0.7297542092845632,-0.7277883,0.0019658801601125653,3.864684803924205e-06
brdcvouz,-0.0701789872420345,-0.07244533,0.002266345761963301,5.1363231127690155e-06
stidcgxr,0.4649018257492877,0.46737877,0.0024769395953320728,6.135229758923812e-06
fsygjiku,0.3588423313252945,0.34753895,0.011303383266212441,0.00012776647326289144
pnewojvk,-0.1743238638501355,-0.19749224,0.023168378009300522,0.00053677373958184
bdzcwnke,-0.4974947830261069,-0.49750215,7.365125290814678e-06,5.424507054939799e-11
ditcyqcp,0.3275029010530124,0.33965537,0.012152468467174993,0.00014768248984568252
isveslnq,-0.6898612745872105,-0.71226853,0.022407256735268777,0.000502085154400248
hvvaiajd,-0.4545109420666584,-0.4355454,0.01896552738045537,0.0003596912288188024
czhxigao,0.5677552328148431,0.5482423,0.019512961868340395,0.00038075568087530626
ezxjrids,0.1440521001466369,0.15520845,0.011156353389396717,0.00012446422094910362
ftcqkgiq,-0.2389846177458064,-0.24963076,0.01064614638097125,0.00011334043276506724
brnfbjom,-0.7040103942897553,-0.6942092,0.009801176264547795,9.606305616873507e-05
fwupmfjg,0.2306322605410763,0.24575394,0.015121683379059198,0.00022866530821651518
ndpxqcbq,-0.4264098279010067,-0.42270237,0.00370745582687948,1.3745228708262608e-05
ldwyshxi,-0.4513701771733851,-0.44453308,0.006837097310790519,4.674589963721894e-05
sgniopdj,0.1641375601757871,0.16931012,0.005172562552560683,2.6755403360153093e-05
ggkdfxsd,-0.5202667997848497,-0.5297128,0.009445996426392989,8.922684848742911e-05
lfsuacio,-0.4109976100447964,-0.34663448,0.06436313266785854,0.004142612846820359
ompjwuoj,0.4779610194600503,0.47374678,0.004214242879239771,1.7759843045223116e-05
sficcull,0.2605953124131714,0.26996648,0.009371170702978493,8.781884034436242e-05
bhzamwiw,0.5443629224273926,0.54781264,0.0034497182395690773,1.1900555932415574e-05
mobuffux,0.7557126991372628,0.75437045,0.0013422481637520578,1.801630133095771e-06
kgwdfbre,-0.5219813439055121,-0.5155677,0.006413623969141247,4.113457241754312e-05
lywuazml,-0.1310999355672579,-0.12899174,0.002108197605488804,4.444497143788727e-06
aahhttoe,0.1600246081387338,0.17432031,0.014295702215499001,0.00020436710183422305
rxgfjeon,0.653773839653295,0.65618837,0.0024145291440071937,5.829950987260111e-06
dnlmgzjg,0.4606368408927598,0.47818822,0.017551375793488977,0.0003080507922442708
kccivdef,-0.6790143110647492,-0.684045,0.005030705700845295,2.530799984851735e-05
jyhjaekb,-0.2089167926898844,-0.23170032,0.022783523381625925,0.0005190889376810952
myuivdyr,-0.3602805831821057,-0.35838768,0.001892904320487665,3.5830867665208686e-06
byufvyex,-0.0656631368868867,-0.046766985,0.018896151679090603,0.0003570645482791986
ltbuvvmk,0.0118721493350667,0.043168824,0.03129667483099279,0.0009794818554768978
kfhctyqy,-0.4627894185203579,-0.44043827,0.02235114795151022,0.0004995738147502995
piqststn,-0.2071106322844936,-0.22321384,0.016103204266218973,0.00025931318763957294
jzzbpxoq,-0.2023975572387206,-0.2208115,0.01841394390664225,0.0003390733301969672
itbhvcvu,-0.4543928762653194,-0.4138277,0.04056518876341203,0.0016455345394112495
eqsraips,0.6346258515537418,0.6374418,0.002815962392028415,7.929644193318392e-06
kbbptvpv,-0.2316033302460404,-0.23617996,0.004576632508209166,2.0945565115196924e-05
dgdzuwkn,-0.2418556925764584,-0.23213898,0.00971671612172359,9.441457219016312e-05
iepcigvt,0.6365265112359858,0.6441487,0.0076221961538457395,5.809787420770079e-05
juadmhvm,-0.3968621034148739,-0.4017573,0.0048951964851810525,2.3962948628528932e-05
koujvbii,0.1848521246638045,0.17624511,0.008607016417001206,7.408073160252828e-05
ieqkqpey,0.0027255633482824,0.013793033,0.011067469268094477,0.0001224888760002157
nrenzcic,0.1732623167005683,0.18176211,0.008499797466645143,7.224655697398718e-05
osxpidns,-0.7335583411185672,-0.7339902,0.0004318512947628639,1.8649554078836194e-07
pqheubwe,0.5802226743717352,0.5451945,0.03502816772653261,0.0012269725342781007
qvbshvgg,0.0526751726329267,0.056088578,0.003413405323034524,1.1651335899320424e-05
mjjniuxu,0.2842111658342314,0.3018896,0.017678432535366995,0.0003125269769075223
nkjihvqs,-0.6070750239233604,-0.5931701,0.01390491751238021,0.00019334673102609787
nizjglbt,-0.5078060299249858,-0.49082738,0.01697864831411544,0.0002882744985744151
dkzlkfhr,-0.5813229543676908,-0.5983536,0.0170306699761813,0.0002900437198376032
cubhybxn,0.1530131892173228,0.13090757,0.02210562386202189,0.0004886586063291915
kmclxluu,-0.0876689440875418,-0.0985845,0.01091555884786774,0.00011914942496126371
llqqsevq,0.1596110327648726,0.14424239,0.015368641774615333,0.0002361951499964515
qsumyrxy,0.3078551976877084,0.32031432,0.012459120253957234,0.00015522967750256737
bkpoywse,0.1769183074025086,0.16894591,0.007972398856060853,6.35591435201204e-05
qoailcsk,0.4955127527763118,0.5095328,0.01402005648119553,0.00019656198373591282
euvyliwa,0.0856402654554294,0.08143026,0.004210009088699659,1.7724176526933738e-05
imwrtpdb,-0.0893850441202815,-0.076392695,0.012992348812549875,0.00016880112766696616
rltchvdq,0.67290425146638,0.6737432,0.0008389369148150694,7.03815147039427e-07
avpxpxny,0.390238644214835,0.39780262,0.00756397691133992,5.72137467152834e-05
ajmcoedi,0.4050993354907897,0.4094236,0.004324254215631207,1.8699174521404264e-05
lqgegemw,-0.563909922382267,-0.54456794,0.019341979762943273,0.00037411218115010713
epupbnaw,0.3992308158465685,0.39966834,0.0004375200680433178,1.9142380994062943e-07
ddbnreka,-0.2511507702440179,-0.27905256,0.02790178531704779,0.0007785096238786236
fnbdobhx,-0.5405908918954748,-0.5609226,0.02033173078518924,0.00041337927672141186
gweaymkm,0.6459237553009665,0.6310254,0.014898381365267,0.000221961767304935
dkkbhtyc,0.2616297649204263,0.25952235,0.0021074162780770345,4.44120336910406e-06
ericdsdb,0.4576143934292681,0.47326007,0.01564568142462902,0.0002447873472409816
nqradyzd,0.3485236697033803,0.3839591,0.03543544484816391,0.0012556707515872661
qyfpufal,0.2134432974565655,0.23268703,0.019243728805717814,0.00037032109834801355
ajlaphym,0.0556096195026634,0.07727685,0.02166722875392458,0.0004694688018748961
lyjueqna,0.1062354415437499,0.111564144,0.005328702948399447,2.839507511228096e-05
ianelhlw,0.3773118760991942,0.3878946,0.01058272453061232,0.00011199405849082374
ccdqsrru,-0.1641525104994123,-0.16306768,0.0010848269218747542,1.176849450424254e-06
izkhwlmd,-0.2588777761895394,-0.24141075,0.017467029019091085,0.00030509710275377006
fytfdkqz,0.2637973849318256,0.25741327,0.006384116842531151,4.075694785908992e-05
qwpezlbl,0.1426175610637127,0.13748448,0.005133085093444456,2.634856257654168e-05
nnlzvqfy,0.3175381251226396,0.31997147,0.0024333469022779775,5.921177146825828e-06
ipefynee,0.257057593763218,0.26802322,0.010965628921642212,0.00012024501764715614
hoyxnejl,-0.2920236475024169,-0.28214172,0.009881932214254652,9.765258428712384e-05
bqulrqwq,-0.1190378433241978,-0.11991502,0.000877180121885271,7.694449662306588e-07
eajmlhwz,0.1788109272353569,0.19401686,0.015205931699999231,0.0002312203588650415
azyhufaa,-0.4819053021437717,-0.46502072,0.016884585953433562,0.00028508924281888596
kwrjsdcp,0.4048075670455779,0.3787228,0.026084780142196562,0.0006804157550667321
ictpmywv,-0.793906954802554,-0.7920075,0.0018994489088467459,3.6079061573190934e-06
qknfeldp,-0.6834558776335065,-0.6919128,0.00845689263779481,7.151903308718806e-05
gipdzako,-0.269496809181417,-0.28608215,0.01658533937052392,0.0002750734820354508
rwmjzucr,-0.6526229643171811,-0.6467443,0.005878653461315664,3.4558566518238635e-05
oxtoxpws,0.2975142015460432,0.32546055,0.0279463516232073,0.0007809985690479412
szyoavmv,0.7686972709354541,0.7490287,0.019668588226713912,0.0003868533628320291
eskzbctl,-0.3579648536935728,-0.35530335,0.002661506582824491,7.0836172904181e-06
prgcirme,-0.1292171724933256,-0.119335175,0.009881997932778719,9.765388314344288e-05
deagbsof,-0.0190425080225374,0.014136314,0.033178822414627246,0.0011008342568213714
gpekfefo,0.8199202034011965,0.81758535,0.002334854318249757,5.451544687449538e-06
eyzdrdnu,0.5867346240647409,0.58042234,0.006312282241162981,3.9844907092101546e-05
naktknhe,0.258592250656262,0.24004342,0.01854883403696117,0.0003440592441307292
grbdovqz,-0.6211037814594483,-0.6268574,0.0057536184810423885,3.310412562539252e-05
gpjpgeju,-0.5777429928662039,-0.5819166,0.004173577797248251,1.7418751629683564e-05
gpqzszhk,-0.3646982523374514,-0.35466096,0.010037294285769882,0.00010074727657914873
lhxyxozt,0.4207043742170422,0.41752556,0.0031788145532696266,1.0104861964078776e-05
tiaaybsb,0.2750674377727813,0.2789338,0.003866355533569399,1.494870511196271e-05
jzbxexsg,0.0536886365753402,0.068898775,0.015210138108135297,0.0002313483012685496
fkrwgutz,-0.1968826539915134,-0.18095756,0.015925098220639367,0.0002536087533370111
skfedrob,0.5350498788341731,0.52189684,0.013153039692327395,0.00017300245314793994
akssuvvt,-0.3522559606423838,-0.33689287,0.015363087593601443,0.0002360244604086706
ibhzuaeh,0.485195248778137,0.46077925,0.024415999110015685,0.0005961410125402867
nhpyvfoj,0.3785230593710907,0.39235225,0.013829193827532948,0.0001912466019194754
fpsjwbto,0.5394737628604449,0.5475344,0.008060643324705241,6.497397080811516e-05
fwiapvnh,-0.7718645476103001,-0.75694954,0.014915003657358206,0.00022245733409900865
gimzmlzp,-0.0671950807536378,-0.05047038,0.016724702503754144,0.0002797156738390801
dzhzjdur,0.6793306244222864,0.6816243,0.002293668905045121,5.260917045970884e-06
kcfdltjk,0.6552176926628548,0.6431689,0.012048766423841117,0.00014517277233628108
tnlbeywp,-0.7249183011822686,-0.7080637,0.016854579525469315,0.00028407685098036947
jghvjuvs,0.5735376386410198,0.5763097,0.002772042297700894,7.684218500242852e-06
flanfmek,-0.4117062831796851,-0.4181967,0.006490424784258375,4.2125613880115375e-05
lcdznzdr,0.1547629765600751,0.13963592,0.015127056035477926,0.00022882782430048914
gbelcjkq,0.5649619956173417,0.59550756,0.030545566543150215,0.0009330316354420178
ebtfxjrz,-0.4828811200756468,-0.4791758,0.0037053140301145926,1.3729352061764045e-05
tkalnzlz,-0.0934015949298439,-0.09618613,0.002784536309093477,7.753642456659924e-06
ecqebeop,0.2162175651664986,0.23246749,0.016249922287915775,0.0002640599743633018
ifmkmptu,0.6470218392282218,0.65819913,0.011177292260578287,0.00012493186227838327
gicqeksb,-0.0038126392506178,0.031203464,0.03501610292420941,0.0012261274639988268
nvxdllqa,0.0382503974448802,0.060349006,0.022098608760916995,0.0004883485091680774
lgljdqln,0.8314087964784912,0.80649227,0.024916527439337144,0.0006208333396352408
nffcceiv,-0.4059473576479954,-0.41316766,0.007220297819991672,5.21327006093765e-05
npchecfv,0.0052259988307785,0.004329197,0.0008968017220329248,8.042533286412193e-07
tltztbrz,-0.2092734400297399,-0.18571922,0.023554218199371868,0.0005548011949836209
bnxkavjj,-0.2014545828611219,-0.20447098,0.003016394326034788,9.098634730134863e-06
omrfqiyu,0.1848779675341352,0.16252245,0.02235551744468056,0.0004997691602194169
apkouzzi,-0.4736015695148999,-0.48451835,0.010916779655784914,0.00011917607805295939
ddynxokt,0.3428457890372568,0.36068973,0.017843940414876358,0.00031840620952965787
imryveza,-0.3919778024887407,-0.35429952,0.03767828700297715,0.0014196533114787168
sleyaftc,-0.6942337643600578,-0.69081134,0.003422428319560966,1.1713015602532898e-05
jynyubkt,-0.6818011007691519,-0.69413507,0.012333969077955032,0.0001521267932159509
cvppurbg,0.716144299111681,0.72486824,0.00872393886057854,7.610710924311238e-05
mebyumce,-0.4403308928812864,-0.46910322,0.02877232424365256,0.0008278466423818768
bvsvcyes,0.0050892835955979,-0.0050461404,0.010135423998153367,0.00010272681962234317
ipfvkhbn,0.5603628431324416,0.5588093,0.0015535627369337446,2.4135571775890674e-06
hhdthxay,-0.7110226716774889,-0.6887861,0.02223658225717029,0.0004944655904799006
bcbdvgqi,-0.0372614753069927,-0.055436928,0.01817545251821978,0.0003303470742420618
cwssdfsa,0.0757188439839309,0.085213274,0.009494429779725713,9.014419684214245e-05
rvsfznfc,-0.3548067826465947,-0.34541252,0.009394260092197126,8.825212267984756e-05
pihcuvze,-0.4689812704977731,-0.4599411,0.009040181344483311,8.172487874114409e-05
gaaoouom,-0.0623025676765749,-0.05213273,0.010169838235647398,0.00010342560973923578
nikylqqn,-0.0870733686177068,-0.07632394,0.010749427267723585,0.00011555018658407934
ipeoochq,-0.2479927890932888,-0.23307489,0.014917900506290827,0.0002225437555155921
pubofsmu,0.4340231170444669,0.43676624,0.0027431199760256653,7.524707202871046e-06
luhltfuu,0.5707075668692203,0.5756641,0.004956536161938141,2.456725072460048e-05
rsazmmjc,-0.3452982795000698,-0.3609205,0.015622209334311299,0.00024405342448504308
mntbwalz,-0.1751992121652332,-0.17010546,0.005093754859325006,2.594633856689711e-05
npatkjhn,-0.132815677847295,-0.11758323,0.015232447709469993,0.00023202746322173763
kaoljxys,-0.2065702358239317,-0.20041879,0.006151450609507558,3.784034460121091e-05
mgqqiejc,0.1479878004244835,0.16373873,0.01575092714509657,0.00024809170593014
sobxvewo,0.6234323957770369,0.6260648,0.0026323815972306708,6.929432873438697e-06
niijsqsp,0.5931471605479671,0.5977847,0.004637537461523844,2.150675370703702e-05
ewqguitl,-0.8585809469798252,-0.8895461,0.030965149345095422,0.0009588404739640634
gbkkslqt,-0.0819069035046942,-0.07255854,0.009348366379106743,8.739195395801331e-05
rxkhqaao,0.4244695085293865,0.41292673,0.011542775035581543,0.0001332356555220445
ggdjytea,-0.5394584876454427,-0.5480376,0.008579100950901308,7.360097312575573e-05
mwpcckbx,0.68772611452062,0.6708739,0.016852234134267507,0.0002839977953161709
dsitbbaw,-0.3562835987386297,-0.35309622,0.0031873818215917282,1.0159402876613403e-05
pkkqzwuk,-0.3627912914454927,-0.32374635,0.03904493805766007,0.0015245071879265118
etokxeib,-0.556310784251483,-0.5614467,0.005135942070691124,2.637790095349503e-05
karkavxs,0.2580033511343471,0.2598858,0.0018824368295201066,3.543568417133711e-06
krhrpjjl,0.1314476821790322,0.14154948,0.010101800762595314,0.00010204637864717128
jxiakdjk,0.6249408594304233,0.6417285,0.01678766096294826,0.0002818255606068969
